Date,Actual,Prediction
2017-05-26,390,247.83563178016095
2017-05-27,368,246.531987062032
2017-05-28,286,245.2286498403817
2017-05-29,257,243.92562259501744
2017-05-30,280,242.6229078054054
2017-05-31,284,241.32050795067255
2017-06-01,360,240.0184255096067
2017-06-02,449,238.71666296065882
2017-06-03,444,237.41522278193574
2017-06-04,378,236.11410745121015
2017-06-05,473,234.81331944591082
2017-06-06,375,233.51286124313245
2017-06-07,344,232.21273531962694
2017-06-08,315,230.9129441518064
2017-06-09,420,229.61349021574543
2017-06-11,479,228.31437598718003
2017-06-12,344,227.01560394150383
2017-06-13,284,225.7171765537754
2017-06-14,365,224.4190962987089
2017-06-15,315,223.12136565068582
2017-06-16,401,221.8239870837417
2017-06-17,475,220.52696307157618
2017-06-18,257,219.23029608755195
2017-06-19,325,217.93398860468702
2017-06-20,300,216.63804309566297
2017-06-21,346,215.3424620328231
2017-06-22,290,214.0472478881706
2017-06-23,401,212.7524031333685
2017-06-24,438,211.4579302397408
2017-06-25,483,210.16383167827408
2017-06-26,307,208.87010991961301
2017-06-27,260,207.57676743406546
2017-06-28,289,206.28380669159833
2017-06-29,388,204.99123016183972
2017-06-30,456,203.69904031407742
2017-07-01,440,202.40723961726337
2017-07-02,391,201.11583054000667
2017-07-03,304,199.82481555057817
2017-07-04,375,198.53419711690907
2017-07-05,321,197.24397770659402
2017-07-06,319,195.95415978688592
2017-07-07,355,194.6647458246967
2017-07-08,323,193.37573828660334
2017-07-09,310,192.08713963884182
2017-07-10,294,190.79895234730733
2017-07-11,278,189.51117887755487
2017-07-12,323,188.2238216948069
2017-07-13,275,186.9368832639384
2017-07-14,350,185.6503660494889
2017-07-15,394,184.36427251565954
2017-07-16,299,183.0786051263116
2017-07-17,282,181.7933663449656
2017-07-18,279,180.50855863480228
2017-07-19,323,179.22418445866614
2017-07-20,289,177.94024627906197
2017-07-21,397,176.65674655815238
2017-07-22,380,175.3736877577646
2017-07-23,332,174.09107233938144
2017-07-24,280,172.80890276415204
2017-07-25,262,171.52718149288276
2017-07-26,281,170.2459109860422
2017-07-27,284,168.96509370375924
2017-07-28,336,167.68473210582363
2017-07-29,336,166.40482865168443
2017-07-30,290,165.12538580045424
2017-07-31,243,163.84640601090427
