Date,Actual,Prediction
2017-04-18,117,66.51479471827597
2017-04-19,90,66.11685648990901
2017-04-20,82,65.71861436963805
2017-04-21,113,65.32006839647136
2017-04-22,114,64.92121860906947
2017-04-23,155,64.5220650457448
2017-04-24,83,64.12260774446212
2017-04-25,81,63.7228467428384
2017-04-26,76,63.32278207814298
2017-04-27,114,62.92241378729669
2017-04-28,109,62.52174190687316
2017-04-29,147,62.120766473098044
2017-04-30,115,61.719487521849004
2017-05-01,131,61.31790508865625
2017-05-02,113,60.91601920870173
2017-05-03,93,60.51382991681945
2017-05-04,91,60.11133724749634
2017-05-05,131,59.70854123487071
2017-05-06,175,59.305441912733286
2017-05-07,118,58.902039314527116
2017-05-08,110,58.4983334733475
2017-05-09,124,58.09432442194131
2017-05-10,99,57.69001219270848
2017-05-11,102,57.2853968177003
2017-05-12,82,56.880478328620704
2017-05-13,104,56.47525675682552
2017-05-14,120,56.069732133323065
2017-05-15,84,55.66390448877338
2017-05-16,76,55.257773853489056
2017-05-17,57,54.85134025743493
2017-05-18,73,54.44460373022743
2017-05-19,95,54.037564301135646
2017-05-20,103,53.63022199908082
2017-05-21,120,53.2225768526363
2017-05-22,73,52.814628890027215
2017-05-23,85,52.40637813913176
2017-05-24,72,51.99782462747921
2017-05-25,72,51.588968382251814
2017-05-26,110,51.17980943028384
2017-05-28,117,50.77034779806114
2017-05-29,92,50.360583511722524
2017-05-30,71,49.95051659705859
2017-05-31,65,49.54014707951215
2017-06-01,100,49.129474984178344
2017-06-02,96,48.71850033580391
2017-06-03,130,48.307223158788624
2017-06-04,100,47.895643477183796
2017-06-05,90,47.48376131469291
2017-06-06,74,47.07157669467206
2017-06-07,77,46.659089640129096
2017-06-08,74,46.24630017372413
2017-06-09,96,45.83320831776962
2017-06-10,127,45.41981409423006
2017-06-11,116,45.00611752472198
2017-06-12,74,44.592118630514264
2017-06-13,64,44.17781743252805
2017-06-14,62,43.763213951336446
2017-06-15,71,43.348308207164685
2017-06-16,89,42.93310021989019
2017-06-17,84,42.51759000904294
2017-06-18,105,42.10177759380471
2017-06-19,58,41.685662993009366
2017-06-20,55,41.26924622514309
2017-06-21,70,40.85252730834422
2017-06-22,71,40.43550626040356
2017-06-23,81,40.018183098763316
2017-06-24,113,39.60055784051851
2017-06-25,130,39.182630502416586
2017-06-26,92,38.76440110085607
2017-06-27,72,38.345869651888854
2017-06-28,64,37.927036171218106
2017-06-29,81,37.507900674199725
2017-06-30,78,37.088463175841355
2017-07-01,122,36.66872369080322
2017-07-02,85,36.248682233397346
2017-07-03,67,35.82833881758858
2017-07-04,60,35.40769345699283
2017-07-05,75,34.98674616487911
2017-07-06,60,34.56549695416813
2017-07-07,63,34.143945837433165
2017-07-08,76,33.722092826899356
2017-07-09,122,33.29993793444383
2017-07-10,65,32.87748117159649
2017-07-11,69,32.45472254953866
2017-07-12,65,32.03166207910445
2017-07-13,60,31.60829977078007
2017-07-14,75,31.18463563470337
2017-07-15,118,30.76066968066489
2017-07-16,93,30.33640191810727
2017-07-17,60,29.911832356125124
2017-07-18,61,29.48696100346529
2017-07-19,51,29.061787868526963
2017-07-20,54,28.636312959361334
2017-07-21,83,28.210536283671587
2017-07-22,98,27.784457848813624
2017-07-23,84,27.35807766179505
2017-07-24,58,26.931395729275486
2017-07-25,79,26.50441205756735
2017-07-26,61,26.077126652634696
2017-07-27,71,25.649539520094066
2017-07-28,77,25.22165066521381
2017-07-29,69,24.793460092914813
2017-07-30,90,24.36496780777005
2017-07-31,70,23.93617381400435
