Date,Actual,Prediction
2017-03-23,108,89.89427099501259
2017-03-24,125,89.62698515036612
2017-03-25,108,89.36048526267666
2017-03-26,112,89.09477421807107
2017-03-27,98,88.82985490522317
2017-03-28,112,88.56573021535672
2017-03-29,92,88.30240304224193
2017-03-30,124,88.0398762821981
2017-03-31,114,87.77815283409265
2017-04-01,152,87.51723559934129
2017-04-02,115,87.25712748190843
2017-04-03,79,86.99783138830506
2017-04-04,76,86.73935022759208
2017-04-05,119,86.48168691137836
2017-04-06,107,86.22484435381988
2017-04-07,117,85.96882547162231
2017-04-08,107,85.71363318403792
2017-04-09,121,85.45927041286906
2017-04-10,114,85.20574008246523
2017-04-11,108,84.95304511972354
2017-04-12,109,84.7011884540908
2017-04-13,117,84.45017301756096
2017-04-14,112,84.20000174467678
2017-04-15,100,83.95067757252816
2017-04-16,83,83.70220344075507
2017-04-17,89,83.45458229154428
2017-04-18,90,83.2078170696314
2017-04-19,74,82.96191072229976
2017-04-20,89,82.71686619938106
2017-04-21,106,82.47268645325535
2017-04-22,122,82.22937443885124
2017-04-23,96,81.98693311364511
2017-04-24,78,81.74536543766133
2017-04-25,98,81.50467437347342
2017-04-26,83,81.26486288620185
2017-04-27,104,81.02593394351679
2017-04-28,119,80.78789051563504
2017-04-29,141,80.550735575323
2017-04-30,81,80.31447209789427
2017-05-01,97,80.07910306121119
2017-05-02,73,79.84463144568413
2017-05-03,77,79.61106023427236
2017-05-04,107,79.37839241248227
2017-05-05,120,79.14663096836908
2017-05-06,150,78.91577889253621
2017-05-07,88,78.68583917813537
2017-05-08,97,78.45681482086601
2017-05-09,82,78.22870881897603
2017-05-10,93,78.00152417326223
2017-05-11,84,77.77526388706865
2017-05-12,76,77.54993096628793
2017-05-13,94,77.32552841936098
2017-05-14,93,77.10205925727762
2017-05-15,83,76.8795264935743
2017-05-16,84,76.65793314433726
2017-05-17,71,76.4372822281991
2017-05-18,77,76.21757676634351
2017-05-19,100,75.99881978249907
2017-05-20,91,75.78101430294531
2017-05-21,104,75.56416335650843
2017-05-22,74,75.34826997456354
2017-05-23,96,75.13333719103339
2017-05-24,89,74.91936804238946
2017-05-25,79,74.70636556765167
2017-05-26,82,74.4943328083873
2017-05-27,80,74.28327280871248
2017-05-28,84,74.07318861529085
2017-05-29,45,73.86408327733594
2017-05-30,60,73.65595984660766
2017-05-31,72,73.44882137741516
2017-06-01,79,73.24267092661525
2017-06-02,147,73.03751155361357
2017-06-05,89,72.83334632036315
2017-06-06,90,72.63017829136626
2017-06-07,82,72.4280105336725
2017-06-08,91,72.22684611688007
2017-06-09,102,72.02668811313526
2017-06-10,122,71.82753959713361
2017-06-11,124,71.62940364611646
2017-06-12,90,71.43228333987625
2017-06-13,86,71.23618176075162
2017-06-14,76,71.0411019936299
2017-06-15,92,70.84704712594696
2017-06-16,114,70.65402024768703
2017-06-17,108,70.462024451382
2017-06-18,77,70.27106283211232
2017-06-19,71,70.08113848750669
2017-06-20,88,69.89225451774182
2017-06-21,76,69.7044140255429
2017-06-22,82,69.51762011618263
2017-06-23,95,69.33187589748317
2017-06-24,80,69.14718447981402
2017-06-25,89,68.96354897609316
2017-06-26,89,68.78097250178661
2017-06-27,77,68.59945817490862
2017-06-28,71,68.41900911602244
2017-06-29,89,68.23962844823787
2017-06-30,94,68.06131929721447
2017-07-01,87,67.88408479115955
2017-07-02,72,67.70792806082858
2017-07-03,53,67.5328522395252
2017-07-04,62,67.35886046310128
2017-07-05,79,67.18595586995664
2017-07-06,74,67.01414160104014
2017-07-07,102,66.84342079984839
2017-07-08,106,66.67379661242555
2017-07-09,69,66.5052721873656
2017-07-10,81,66.33785067580855
2017-07-11,62,66.17153523144492
2017-07-12,85,66.00632901051151
2017-07-13,67,65.84223517179517
2017-07-14,97,65.6792568766294
2017-07-15,86,65.51739728889652
2017-07-16,62,65.35665957502708
2017-07-17,56,65.19704690400016
2017-07-18,72,65.03856244734287
2017-07-19,80,64.88120937912947
2017-07-20,87,64.7249908759839
2017-07-21,93,64.56991011707878
2017-07-22,87,64.4159702841328
2017-07-23,75,64.26317456141442
2017-07-24,65,64.11152613574008
2017-07-25,80,63.96102819647433
2017-07-26,68,63.81168393552923
2017-07-27,67,63.66349654736675
2017-07-28,69,63.516469228995504
2017-07-29,70,63.370605179973154
2017-07-30,82,63.225907602405314
2017-07-31,60,63.08237970094568
