Day,Date,Rides,20_ExpMA,Poly_Average,Revenue
52,2013-02-21,221,216.66479354928023,220.9500325239848,65.0
53,2013-02-22,290,223.68398122322338,221.26588288078426,116.5
54,2013-02-23,318,232.70702927654526,221.58095761247185,183.5
55,2013-02-24,287,237.89890924760968,221.89525724458719,172.0
56,2013-02-25,187,233.03348630129761,222.20878230242784,55.1
57,2013-02-26,168,226.8191265867417,222.52153331104958,45.1
58,2013-02-27,217,225.88114559797972,222.83351079526608,78.0
59,2013-02-28,233,226.5609849660075,223.14471527964932,77.0
60,2013-03-01,325,235.95930900710903,223.45514728852922,247.31
61,2013-03-02,366,248.37183500385797,223.7648073459936,173.38
62,2013-03-03,243,247.8591966756157,224.07369597588885,143.5
63,2013-03-04,217,244.9148471939792,224.3818137018189,76.5
64,2013-03-05,209,241.48872318081902,224.68916104714626,59.0
65,2013-03-06,193,236.86383392262783,224.995738534991,89.58
66,2013-03-07,200,233.34823636099992,225.3015466882317,54.0
67,2013-03-08,249,234.8407073735393,225.60658602950483,105.25
68,2013-03-09,317,242.67407714844302,225.9108570812048,201.89
69,2013-03-10,256,243.9444856056528,226.21436036548445,111.5
70,2013-03-11,238,243.3778304066877,226.51709640425446,784.66
71,2013-03-12,211,240.29169617039216,226.8190657191837,81.0
72,2013-03-13,214,237.78586549699108,227.12026883169887,72.0
73,2013-03-14,225,236.56734586364516,227.4207062629852,66.0
74,2013-03-15,276,240.32511954121867,227.72037853398552,4542.84
75,2013-03-16,390,254.58770925407998,228.019286165401,259.0
76,2013-03-17,328,261.5828345780073,228.31742967769088,171.5
77,2013-03-18,217,257.33493909170954,228.61480959107246,76.5
78,2013-03-19,178,249.776153603884,228.9114264255212,47.0
79,2013-03-20,189,243.98581587576302,229.2072807007703,40.0
80,2013-03-21,191,238.93786556707127,229.50237293631145,42.0
81,2013-03-22,259,240.84912126917317,229.79670365139424,168.75
82,2013-03-23,298,246.29354723319508,230.09027336502632,120.1
83,2013-03-24,257,247.31346111751927,230.3830825959734,100.04
84,2013-03-25,209,243.66374509025613,230.67513186275943,89.55
85,2013-03-26,157,235.4083872510833,230.9664216836663,46.5
86,2013-03-27,180,230.1304332365216,231.25695257673402,56.5
87,2013-03-28,229,230.02275512040683,231.54672505976052,104.09
88,2013-03-29,228,229.83008294605077,231.83573965030212,139.94
89,2013-03-30,239,230.7035266262236,232.12399686567304,75.0
90,2013-03-31,257,233.20825945730925,232.4114972229456,166.9
91,2013-04-01,192,229.28322834284387,232.6982412389501,86.11
92,2013-04-02,187,225.25585040356918,232.98422943027506,55.5
93,2013-04-03,164,219.42143060569077,233.2694623132671,48.0
94,2013-04-04,189,216.52391367907725,233.55394040403075,618.25
95,2013-04-05,284,222.950684870988,233.83766421842884,200.0
96,2013-04-06,274,227.81285108757447,234.1206342720821,136.0
97,2013-04-07,285,233.25957732519402,234.4028510803693,148.0
98,2013-04-08,188,228.94890430281623,234.68431515842758,55.0
99,2013-04-09,133,219.81045867108463,234.96502702115185,20.5
100,2013-04-10,159,214.0187256577865,235.2449871831953,45.0
101,2013-04-11,217,214.30266811384269,235.524196158969,89.5
102,2013-04-12,271,219.70261302402386,235.80265446264232,107.45
103,2013-04-13,280,225.4454128023516,236.08036260814248,114.0
104,2013-04-14,253,228.0697383766696,236.3573211091551,163.5
105,2013-04-15,206,225.96780115637887,236.63353047912352,80.0
106,2013-04-16,157,219.3992769215346,236.9089912312494,28.0
107,2013-04-17,174,215.07543964833127,237.1837038784924,142.7
108,2013-04-18,197,213.35393440289417,237.45766893357026,57.0
109,2013-04-19,317,223.2251688248357,237.7308869089588,133.07999999999998
110,2013-04-20,352,235.48964142622376,238.00335831689185,145.29999999999995
111,2013-04-21,340,245.44315794315708,238.27508366936152,189.5
112,2013-04-22,172,238.4484767156156,238.54606347811782,109.95
113,2013-04-23,180,232.88188689515218,238.8162982546688,1149.66
114,2013-04-24,206,230.32167879949338,239.0857885102808,50.47
115,2013-04-25,184,225.91004607901974,239.35453475597808,96.0
116,2013-04-26,241,227.34719759382583,239.62253750254294,71.5
117,2013-04-27,316,235.79039097837327,239.88979726051602,166.0
118,2013-04-28,233,235.52463748180526,240.1563145401957,102.84
119,2013-04-29,183,230.52225742246867,240.42208985163865,72.75
120,2013-04-30,188,226.47249398567857,240.68712370465957,52.0
121,2013-05-01,183,222.33223367667648,240.95141660883115,70.3
122,2013-05-02,216,221.72916079970852,241.21496907348438,46.5
123,2013-05-03,332,232.2311927998141,241.477781607708,136.5
124,2013-05-04,322,240.7806378584821,241.73985472034929,187.5
125,2013-05-05,313,247.65869771428132,242.00118892001308,192.5
126,2013-05-06,220,245.02452723766055,242.26178471506276,90.0
127,2013-05-07,201,240.83170246183155,242.52164261361943,87.5
128,2013-05-08,217,238.56201031356446,242.7807631235624,88.5
129,2013-05-09,257,240.31801367093158,243.03914675252918,123.5
130,2013-05-10,326,248.47822109084862,243.29679400791528,187.5
131,2013-05-11,321,255.3850711499353,243.55370539687414,194.5
132,2013-05-12,273,257.06268649195283,243.80988142631747,168.5
133,2013-05-13,207,252.2948036922999,244.06532260291505,91.5
134,2013-05-14,188,246.17147988039883,244.32002943309465,59.03
135,2013-05-15,193,241.10752255090188,244.57400242304212,100.0
136,2013-05-16,224,239.478232690596,244.82724207870132,83.89
137,2013-05-17,261,241.52792708981755,245.07974890577447,120.7
138,2013-05-18,316,248.62051258318058,245.33152340972168,179.51999999999995
139,2013-05-19,293,252.84713427178897,245.5825660957611,158.5
140,2013-05-20,190,246.86168799331517,245.83287746886901,69.95
141,2013-05-21,198,242.20819043839052,246.08245803377983,47.0
142,2013-05-22,198,237.9978837545154,246.33130829498586,69.3
143,2013-05-23,264,240.4742772852843,246.57942875673768,94.88
144,2013-05-24,283,244.52434834575985,246.826819923044,3569.33
145,2013-05-25,360,255.5220349356267,247.0734822976713,187.5
146,2013-05-26,385,267.85327526290286,247.3194163841445,197.5
147,2013-05-27,239,265.10534316462963,247.56462268574631,119.0
148,2013-05-28,203,259.190546394706,247.80910170551778,115.15
149,2013-05-29,169,250.60096767956244,248.0528539462578,53.0
150,2013-05-30,184,244.25801646056254,248.29587991052352,113.0
151,2013-05-31,262,245.94772964044603,248.53818010063,6775.82
152,2013-06-01,339,254.80985281862496,248.77975501865055,159.0
153,2013-06-02,230,252.44700916437264,249.02060516641652,104.0
154,2013-06-03,206,248.02348358658006,249.26073104551708,57.0
155,2013-06-04,174,240.9736267156931,249.50013315729998,30.0
156,2013-06-05,193,236.4047091285064,249.7388120028706,110.27
157,2013-06-06,232,235.98521295813492,249.97676808309262,124.5
158,2013-06-07,282,240.3675742232568,250.2140018985877,162.16
159,2013-06-08,307,246.71352031417263,250.4505139497357,136.0
160,2013-06-09,278,249.6931853770255,250.68630473667446,134.5
161,2013-06-10,191,244.10335763666808,250.92137475929985,52.5
162,2013-06-11,202,240.09351368773395,251.155724517266,85.03999999999998
163,2013-06-12,186,234.94175005568871,251.38935450998497,65.5
164,2013-06-13,214,232.94729752102714,251.62226523662696,80.5
165,2013-06-14,283,237.71422188756503,251.85445719612025,305.49
166,2013-06-15,289,242.59858200530758,252.08593088715102,138.62
167,2013-06-16,276,245.7796696086828,252.31668680816398,186.4
168,2013-06-17,205,241.89589135706282,252.54672545736142,84.5
169,2013-06-18,185,236.47723479289292,252.77604733270397,134.18
170,2013-06-19,165,229.66987882048164,253.00465293191016,99.83
171,2013-06-20,240,230.6536999215291,253.23254275245705,97.5
172,2013-06-21,305,237.73430016557853,253.45971729157918,146.5
173,2013-06-22,322,245.75960515431714,253.68617704626956,194.0
174,2013-06-23,360,256.63964305624506,253.91192251327908,163.5
175,2013-06-24,209,252.10253408147065,254.13695418911686,57.88
176,2013-06-25,193,246.47372118578235,254.3612725700501,60.0
177,2013-06-26,219,243.8571762579429,254.58487815210395,146.5
178,2013-06-27,239,243.3945880344226,254.80777143106158,88.5
179,2013-06-28,303,249.0712940300381,255.02995290246457,215.65
180,2013-06-29,321,255.92164708233344,255.25142306161231,177.1
181,2013-06-30,387,268.40529991061254,255.47218240356224,209.5
182,2013-07-01,249,266.55717608690446,255.69223142313,100.5
183,2013-07-02,184,258.6945878007855,255.91157061488937,62.5
184,2013-07-03,236,256.5331984646957,256.1302004731721,102.13
185,2013-07-04,270,257.81575100353353,256.3481214920679,142.5
186,2013-07-05,275,259.45234615952273,256.5653341654248,125.55
187,2013-07-06,281,261.50450368341967,256.7818389868489,124.0
188,2013-07-07,254,260.78978904208867,256.99763644970415,109.5
189,2013-07-08,232,258.04790435470136,257.2127270471127,69.0
190,2013-07-09,221,254.51953249193872,257.42711127195486,178.92000000000004
191,2013-07-10,167,246.1843388796899,257.64078961686903,49.5
192,2013-07-11,200,241.7858303951015,257.8537625742514,159.5
193,2013-07-12,252,242.758608456684,258.06603063625664,108.0
194,2013-07-13,295,247.73397909824268,258.27759429479715,162.5
195,2013-07-14,301,252.80693348679958,258.48845404154383,152.0
196,2013-07-15,221,249.7777017169886,258.6986103679252,93.5
197,2013-07-16,152,240.46553962321755,258.9080637651281,1213.11
198,2013-07-17,210,237.5640596519168,259.11681472409737,167.0
199,2013-07-18,218,235.70081587136931,259.32486373553604,166.9
200,2013-07-19,315,243.2531191370239,259.5322112899051,179.0
201,2013-07-20,369,255.22901257450906,259.73885787742364,177.0
202,2013-07-21,333,262.6357732939888,259.94480398806894,147.0
203,2013-07-22,216,258.1942710688457,260.1500501115762,205.5
204,2013-07-23,177,250.46148333749974,260.3545967374389,81.5
205,2013-07-24,220,247.560389682744,260.5584443549083,117.5
206,2013-07-25,240,246.8403525693011,260.761593452994,75.0
207,2013-07-26,261,248.18889042120048,260.96404452046363,133.0
208,2013-07-27,320,255.0280437206445,261.16579804584285,168.0
209,2013-07-28,257,255.21584908073777,261.36685451741533,137.5
210,2013-07-29,186,248.62386344908927,261.56721442322294,92.0
211,2013-07-30,214,245.3263526421912,261.76687825106546,69.0
212,2013-07-31,228,243.6762238181189,261.96584648850126,111.05
213,2013-08-01,209,240.37372630980897,262.16411962284604,137.0
214,2013-08-02,299,245.95718094975769,262.3616981411741,187.06
215,2013-08-03,374,258.1517351505275,262.55858253031766,191.0
216,2013-08-04,302,262.3277603759936,262.754773276867,159.31
217,2013-08-05,210,257.3441641478656,262.9502708671705,87.0
218,2013-08-06,189,250.83519613160544,263.1450757873347,124.65
219,2013-08-07,209,246.85089173691318,263.33918852322404,4072.47
220,2013-08-08,224,244.67461633280158,263.5326095604611,103.5
221,2013-08-09,313,251.18179573129,263.72533938442666,160.5
222,2013-08-10,369,262.4025770927304,263.9173784802597,301.5
223,2013-08-11,340,269.7928078473027,264.1087273328568,188.2
224,2013-08-12,187,261.9077785270649,264.29938642687296,87.5
225,2013-08-13,208,256.7737043807777,264.4893562467212,128.0
226,2013-08-14,204,251.74763729613903,264.67863727657266,68.5
227,2013-08-15,208,247.58119564832137,264.8672300003566,116.5
228,2013-08-16,290,251.62108177754948,265.0551349017601,160.5
229,2013-08-17,335,259.56193113295205,265.2423524642286,147.5
230,2013-08-18,368,269.88936626418683,265.4288831709655,166.23999999999995
231,2013-08-19,246,267.61418852453323,265.6147275049323,122.5
232,2013-08-20,223,263.3652181885133,265.79988594884856,95.41
233,2013-08-21,212,258.4732926463854,265.984358985192,59.0
234,2013-08-22,235,256.2377409656265,266.1681470961982,102.0
235,2013-08-23,274,257.92938468328913,266.35125076386106,94.0
236,2013-08-24,333,265.07896709479917,266.53367046993253,168.5
237,2013-08-25,285,266.97620832396075,266.7154066959226,140.5
238,2013-08-26,205,261.0737122928405,266.8964599230991,107.01
239,2013-08-27,193,254.59050159801913,267.07683063248845,75.5
240,2013-08-28,190,248.43902525512303,267.2565193048746,109.5
241,2013-08-29,223,246.01626094503018,267.43552642080004,239.11
242,2013-08-30,294,250.58614085516572,267.61385246056506,181.58
243,2013-08-31,317,256.91127029770433,267.7914979042281,165.0
244,2013-09-01,365,267.2054350315115,267.9684632316056,191.5
245,2013-09-02,218,262.51920312364336,268.1447489222724,124.03
246,2013-09-03,204,256.94594568318325,268.32035545556084,67.0
247,2013-09-04,188,250.3796651418071,268.4952833105621,56.5
248,2013-09-05,220,247.4863636996822,268.6695329661246,50.5
249,2013-09-06,257,248.39242429972612,268.8431049008556,84.5
250,2013-09-07,319,255.11695531889129,269.0159995931199,135.5
251,2013-09-08,320,261.2962929076444,269.1882175210407,166.5
252,2013-09-09,192,254.69664596398567,269.3597591624992,69.0
253,2013-09-10,181,247.6779177768687,269.5306249951343,41.3
254,2013-09-11,208,243.89906846475154,269.7008154963438,58.5
255,2013-09-12,212,240.86106194427398,269.87033114328284,47.0
256,2013-09-13,277,244.3028655686545,270.0391724128648,120.0
257,2013-09-14,351,254.46449741932744,270.20733978176145,153.5
258,2013-09-15,315,260.2297833794267,270.37483372640224,125.5
259,2013-09-16,203,254.77932781945117,270.54165472297507,61.0
260,2013-09-17,205,250.03843945567024,270.7078032474257,70.0
261,2013-09-18,190,244.32049284081864,270.87327977545795,48.0
262,2013-09-19,202,240.28996971310517,271.0380847825337,59.0
263,2013-09-20,248,241.0242583118597,271.202218743873,95.5
264,2013-09-21,331,249.5933765679018,271.36568213445406,171.56
265,2013-09-22,313,255.6321026090723,271.52847542901316,116.0
266,2013-09-23,192,249.57190236057255,271.6905991020444,52.0
267,2013-09-24,198,244.66029261193444,271.85205362780005,49.0
268,2013-09-25,183,238.78788379173702,272.01283948029084,57.0
269,2013-09-26,232,238.14141866871316,272.17295713328497,84.0
270,2013-09-27,278,241.9374740336046,272.33240706030915,159.5
271,2013-09-28,341,251.37200031613412,272.4911897346481,179.5
272,2013-09-29,335,259.3365717146096,272.64930562934444,157.54
273,2013-09-30,190,252.73308869416152,272.80675521719917,97.5
274,2013-10-01,204,248.09184215185473,272.9635389707711,66.0
275,2013-10-02,203,243.79738099453044,273.1196573623771,140.11
276,2013-10-03,233,242.76905899505033,273.27511086409254,64.0
277,2013-10-04,317,249.83867242409957,273.4298999477502,122.59
278,2013-10-05,407,264.806417907531,273.5840250849416,270.5
279,2013-10-06,299,268.0629495353877,273.73748674701574,193.5
280,2013-10-07,212,262.7236210082043,273.89028540508025,74.00999999999998
281,2013-10-08,215,258.17851424551543,274.04242153000064,1360.11
282,2013-10-09,202,252.82817955546338,274.19389559240017,70.5
283,2013-10-10,207,248.46359102636944,274.34470806266063,80.0
284,2013-10-11,285,251.94324902385964,274.49485941092183,93.51
285,2013-10-12,340,260.329606259686,274.6443501070812,158.5
286,2013-10-13,345,268.393453282576,274.7931806207949,158.0
287,2013-10-14,229,264.6416958270913,274.94135142147684,410.97
288,2013-10-15,222,260.5805819387957,275.0888629782989,80.0
289,2013-10-16,228,257.47766937319517,275.2357157601913,71.5
290,2013-10-17,257,257.43217705193854,275.3819102358421,143.0
291,2013-10-18,283,259.86720780889726,275.5274468736976,213.01
292,2013-10-19,374,270.73699754138545,275.67232614196223,167.20999999999995
293,2013-10-20,282,271.80966444220604,275.81654850859826,103.0
294,2013-10-21,235,268.3039821143763,275.96011444132625,133.5
295,2013-10-22,213,263.03693619872064,276.10302440762473,118.5
296,2013-10-23,199,256.93818037027023,276.2452788747304,48.0
297,2013-10-24,256,256.8488298588159,276.3868783096379,71.5
298,2013-10-25,329,263.72036987226284,276.5278231791001,128.0
299,2013-10-26,375,274.31842988442935,276.6681139496279,296.25
300,2013-10-27,350,281.5261984668653,276.8077510874903,218.0
301,2013-10-28,206,274.3332271843061,276.9467350587143,484.5
302,2013-10-29,181,265.4443484048477,277.0850663290849,86.5
303,2013-10-30,234,262.4496485567668,277.22274536414557,1117.49
304,2013-10-31,285,264.59730107517004,277.35977262919744,101.5
305,2013-11-01,403,277.7785104965832,277.4961485892998,157.0
306,2013-11-02,396,289.0376999730996,277.63187370927017,168.14
307,2013-11-03,342,294.0817285470904,277.7669484536842,128.5
308,2013-11-04,227,287.69299249498624,277.9013732868753,74.0
309,2013-11-05,201,279.43651701927297,278.0351486729352,46.0
310,2013-11-06,214,273.204467779342,278.16827507571355,50.54
311,2013-11-07,247,270.70880418130935,278.3007529588185,135.5
312,2013-11-08,245,268.26034664023217,278.43258278561575,97.0
313,2013-11-09,354,276.42602791259117,278.56376501922927,150.0
314,2013-11-10,317,280.29021573043974,278.6943001225412,137.0
315,2013-11-11,227,275.2149570894454,278.8241885581916,74.50999999999998
316,2013-11-12,222,270.1468659380696,278.953430788579,110.5
317,2013-11-13,203,263.75192632492,279.0820272758593,52.5
318,2013-11-14,246,262.06126667492754,279.20997848194725,78.0
319,2013-11-15,324,267.9601936582678,279.3372848685151,123.25
320,2013-11-16,390,279.58303235748053,279.46394689699355,250.5
321,2013-11-17,292,280.76560070438717,279.5899650285711,140.0
322,2013-11-18,220,274.97840063730257,279.71533972419445,121.5
323,2013-11-19,221,269.8376005766071,279.84007144456854,59.0
324,2013-11-20,223,265.37687671216827,279.96416065015615,105.73
325,2013-11-21,236,262.579078930057,280.0876078011782,160.5
326,2013-11-22,281,264.3334523652896,280.21041335761385,167.5
327,2013-11-23,403,277.53979023526216,280.3325777792,217.0
328,2013-11-24,334,282.9169530699991,280.45410152543195,162.35
329,2013-11-25,249,279.68676706333247,280.5749850555629,65.5
330,2013-11-26,296,281.2404082953961,280.6952288286044,164.5
331,2013-11-27,326,285.50322655297737,280.8148333033256,161.95
332,2013-11-28,263,283.3600621193605,280.93379893825426,158.0
333,2013-11-29,220,277.32577048894524,281.05212619167565,84.5
334,2013-11-30,263,275.96141139476003,281.16981552163384,110.0
335,2013-12-01,245,273.01270554764,281.28686738593024,94.0
336,2013-12-02,264,272.1543526383409,281.4032822421248,132.0
337,2013-12-03,225,267.66346191087985,281.5190605475354,52.5
338,2013-12-04,219,263.028846490796,281.63420275923795,95.5
339,2013-12-05,244,261.2165753964345,281.7487093340667,66.0
340,2013-12-06,349,269.5769015491551,281.8625807286135,140.45
341,2013-12-07,405,282.4743394968546,281.97581739922884,175.0
342,2013-12-08,343,288.23868811620184,282.0884198020208,145.75
343,2013-12-09,251,284.69214639084925,282.200388392856,108.5
344,2013-12-10,217,278.2452753060064,282.31172362735873,56.5
345,2013-12-11,262,276.698106229244,282.42242596091137,63.5
346,2013-12-12,293,278.25066754074453,282.53249584865495,76.5
347,2013-12-13,334,283.56012777495926,282.64193374548785,101.0
348,2013-12-14,444,298.8401156059156,282.75074010606687,229.5
349,2013-12-15,361,304.76010459582835,282.85891538480695,147.5
350,2013-12-16,300,304.30676130098755,282.966460035881,119.5
351,2013-12-17,276,301.61087927232205,283.07337451321996,132.9
352,2013-12-18,297,301.1717479130533,283.1796592705129,158.84
353,2013-12-19,251,296.39348620704817,283.28531476120725,95.5
354,2013-12-20,358,302.2607732349484,283.3903414385079,125.5
355,2013-12-21,362,307.95022340304854,283.49473975537836,155.54
356,2013-12-22,336,310.62163069799635,283.5985101645402,172.5
357,2013-12-23,299,309.5148087267585,283.7016531184725,127.0
358,2013-12-24,236,302.51339837182917,283.8041690694132,104.0
359,2013-12-25,174,290.2740270983216,283.90605846935773,46.5
360,2013-12-26,195,281.20031023181485,284.00732177005983,98.0
361,2013-12-27,217,275.085994971642,284.1079594230314,79.5
362,2013-12-28,281,275.64923354577127,284.20797187954224,129.5
363,2013-12-29,283,276.34930654141215,284.3073595906203,179.0
364,2013-12-30,218,270.7922297279443,284.40612300705175,69.0
365,2013-12-31,390,282.1453507062353,284.50426257938057,1324.61
366,2014-01-02,232,277.3696030199272,284.60177875790913,7201.319999999999
367,2014-01-03,326,282.00106939898177,284.69867199269737,3075.2500000000005
368,2014-01-04,336,287.14382469431683,284.79494273356397,4044.63
369,2014-01-05,357,293.7967937710486,284.8905914300853,3896.740000000002
370,2014-01-06,323,296.5780515071392,284.9856185315959,4427.469999999998
371,2014-01-07,300,296.9039513636021,285.0800244871882,4271.249999999997
372,2014-01-08,326,299.6750036146876,285.173809745713,3925.1200000000013
373,2014-01-09,402,309.42024136566977,285.266974755779,4442.8
374,2014-01-10,355,313.7611707594155,285.3595199657532,5452.620000000001
375,2014-01-11,357,317.8791544966141,285.4514458237602,4600.999999999998
376,2014-01-12,376,323.4144731159841,285.54275277768323,4715.119999999999
377,2014-01-13,248,316.2321423430333,285.63344127516336,4441.970000000002
378,2014-01-14,235,308.49574783417296,285.72351176359973,3524.760000000001
379,2014-01-15,247,302.6390099452041,285.81296469014944,3380.330000000001
380,2014-01-16,258,298.3876756647085,285.90180050172785,3853.3300000000013
381,2014-01-17,330,301.39837322045065,285.99001964500843,3441.06
382,2014-01-18,380,308.8842424375505,286.07762256642263,4938.18
383,2014-01-19,347,312.51431458635534,286.1646097121598,5067.749999999999
384,2014-01-20,248,306.3700941495595,286.25098152816787,4183.2000000000035
385,2014-01-21,224,298.5253232781729,286.33673846015245,4183.4
386,2014-01-22,252,294.09434010882313,286.42188095357733,2839.1400000000012
387,2014-01-23,266,291.4186886698876,286.50640945366416,3283.340000000001
388,2014-01-24,312,293.3788135584697,286.59032440539306,4197.77
389,2014-01-25,384,302.0094027433773,286.6736262535021,4219.440000000001
390,2014-01-26,374,308.86565010115083,286.7563154424874,5129.97
391,2014-01-27,283,306.4022548534222,286.83839241660286,4773.9299999999985
392,2014-01-28,242,300.26870677214384,286.9198576198612,3493.29
393,2014-01-29,251,295.5764489843207,287.00071149603235,3178.0600000000004
394,2014-01-30,260,292.1882157477187,287.080954488645,3545.6000000000013
395,2014-01-31,308,293.6940999622217,287.1605870409854,3669.969999999999
396,2014-02-01,405,304.29466187058154,287.23960959609826,4452.75
397,2014-02-02,408,314.17136074005003,287.3180225967863,5470.290000000001
398,2014-02-03,262,309.20265971718806,287.3958264856102,4700.3899999999985
399,2014-02-04,242,302.80240641078916,287.4730217048888,4572.740000000002
400,2014-02-05,251,297.8688438954759,287.5496086966989,3133.0600000000004
401,2014-02-06,349,302.7384778101925,287.6255879028756,3483.2100000000005
402,2014-02-08,450,316.76338468541223,287.7009597650118,7362.889999999993
403,2014-02-09,359,320.78591947727773,287.7757247244588,5560.010000000002
404,2014-02-10,273,316.2348795270608,287.84988322232573,4327.640000000006
405,2014-02-11,257,310.5934624292455,287.92343569947985,3741.19
406,2014-02-12,241,303.96551362646017,287.99638259654665,3331.25
407,2014-02-13,300,303.58784566203536,288.0687243539094,3049.550000000001
408,2014-02-15,446,317.15090797993685,288.14046141170974,4385.120000000001
409,2014-02-16,404,325.42225007708566,288.2115942098473,6459.6399999999985
410,2014-02-17,287,321.7629881649823,288.28212318797983,5951.98
411,2014-02-18,263,316.1665131016506,288.3520487855228,5146.1799999999985
412,2014-02-19,230,307.9601785205411,288.42137144165036,3666.8999999999987
413,2014-02-20,310,308.15444723287044,288.49009159529436,4268.43
414,2014-02-21,384,315.3778332106923,288.5582096851448,3480.410000000001
415,2014-02-22,442,327.43708719062636,288.6257261496496,4829.84
416,2014-02-23,356,330.15736460104284,288.6926414270152,5276.310000000001
417,2014-02-24,310,328.23761559141985,288.7589559552057,6074.200000000003
418,2014-02-25,242,320.02450934461785,288.8246701719433,4702.29
419,2014-02-26,304,318.49836559751145,288.88978451470865,4111.999999999999
420,2014-02-27,317,318.35566411203416,288.95429942074014,2842.080000000001
421,2014-02-28,450,330.89321991088815,289.01821532703417,4075.1900000000014
422,2014-03-02,379,335.47481801461305,289.08153267034567,4613.250000000001
423,2014-03-03,330,334.9534067751261,289.1442518871871,7094.789999999999
424,2014-03-04,253,327.14832041559026,289.2063734138294,7140.900000000002
425,2014-03-05,253,320.08657561410547,289.2678976863013,4888.229999999998
426,2014-03-06,247,313.125949365143,289.32882514039,4303.830000000002
427,2014-03-07,302,312.0663351398913,289.38915621164034,3619.199999999999
428,2014-03-08,359,316.5362079837112,289.4488913353555,3601.0400000000013
429,2014-03-09,330,317.8184738900244,289.5080309465967,3646.340000000001
430,2014-03-10,297,315.8357620909745,289.56657548018313,4191.790000000002
431,2014-03-11,228,307.4704514156436,289.62452537069214,5296.1399999999985
432,2014-03-12,273,304.1875512808204,289.6818810524593,4119.210000000001
433,2014-03-13,268,300.7411178255041,289.73864295957804,3670.049999999999
434,2014-03-14,331,303.62291612783713,289.79481152589983,3126.94
435,2014-03-16,446,317.1826384013764,289.85038718503466,3539.9600000000023
436,2014-03-17,289,314.4985776012453,289.9053703703499,4011.8300000000013
437,2014-03-18,270,310.26061782969816,289.9597615149716,4697.81
438,2014-03-19,273,306.7119875602031,290.01356105178354,6127.8200000000015
439,2014-03-20,309,306.92989350685036,290.0667694134279,4448.249999999997
440,2014-03-21,381,313.9841893633409,290.1193870323046,4555.939999999999
