Day,Date,Rides,20_ExpMA,Poly_Average,Revenue
78,2013-03-19,178,204.4839543466573,206.40978285754943,61.3
79,2013-03-20,190,203.10402188412525,206.7445436451099,136.5
80,2013-03-21,206,203.37992126176758,207.0785207608173,69.67
81,2013-03-22,232,206.10646508321014,207.41171446958813,63.0
82,2013-03-23,195,205.04841788935454,207.74412503687316,60.5
83,2013-03-24,151,199.8996788035185,208.07575272865762,52.06
84,2013-03-25,214,201.24286646548683,208.40659781146118,41.0
85,2013-03-26,193,200.457672931302,208.7366605523377,37.05
86,2013-03-27,182,198.69947793988712,209.06594121887542,53.16
87,2013-03-28,196,198.4423422774973,209.3944400791972,74.0
88,2013-03-29,217,200.21000274627013,209.7221574019598,147.0
89,2013-03-30,197,199.90424680588688,210.04909345635483,136.44
90,2013-03-31,208,200.6753653710813,210.37524851210796,40.0
91,2013-04-01,193,199.9442971752117,210.70062283947917,27.55
92,2013-04-02,175,197.56841160328702,211.02521670926316,69.1
93,2013-04-03,161,194.08538976570662,211.3490303927886,215.84
94,2013-04-04,203,194.93446995469662,211.67206416191868,82.02
95,2013-04-05,273,202.36983449540546,211.99431828905102,34.0
96,2013-04-06,201,202.2393653012734,212.3157930471175,62.5
97,2013-04-07,172,199.3592506683927,212.6364887095844,4478.740000000002
98,2013-04-08,221,201.42038777662358,212.95640555045227,50.11
99,2013-04-09,227,203.8566625551907,213.27554384425625,713.5
100,2013-04-10,203,203.77507197175186,213.5939038660656,126.0
101,2013-04-11,196,203.03455876221145,213.91148589148403,56.0
102,2013-04-12,289,211.22204539377915,214.2282901966497,65.0
103,2013-04-13,209,211.01041496608062,214.54431705823498,96.0
104,2013-04-14,209,210.81894109740563,214.8595667534467,61.11
105,2013-04-15,222,211.8838329175312,215.17403956002602,34.77
106,2013-04-16,208,211.51393493303485,215.48773575624838,99.5
107,2013-04-17,192,209.65542341188993,215.80065562092383,100.5
108,2013-04-18,248,213.30736167811,216.11279943339653,59.0
109,2013-04-19,283,219.94487721133987,216.42416747354503,47.0
110,2013-04-20,200,218.04533366028838,216.73476002178242,57.5
111,2013-04-21,182,214.6123933389442,217.0445773590559,67.00999999999999
112,2013-04-22,199,213.12547859203983,217.35361976684726,93.5
113,2013-04-23,221,213.87544220398902,217.66188752717244,60.5
114,2013-04-24,253,217.60163188699386,217.96938092258202,2235.82
115,2013-04-25,232,218.97291879919135,218.27610023616054,56.5
116,2013-04-26,235,220.49932134132496,218.58204575152743,52.5
117,2013-04-27,205,219.02318337543772,218.88721775283597,75.0
118,2013-04-28,175,214.83046808831384,219.1916165247741,81.5
119,2013-04-29,188,212.27516823319075,219.4952423525639,70.5
120,2013-04-30,193,210.43942675847995,219.79809552196213,61.1
121,2013-05-01,235,212.7785418456361,220.10017631925973,3250.84
122,2013-05-02,262,217.46632310788576,220.40148503128188,94.54
123,2013-05-03,288,224.18384640940545,220.7020219453883,50.5
124,2013-05-04,246,226.261583792039,221.00178734947295,821.16
125,2013-05-05,175,221.379510187819,221.30078153196442,181.06
126,2013-05-06,200,219.34335956629903,221.59900478182524,39.55
127,2013-05-07,175,215.1201697151193,221.8964573885526,1179.11
128,2013-05-08,212,214.82300988295842,222.19313964217795,190.6
129,2013-05-09,157,209.31604295140343,222.48905183326718,98.5
130,2013-05-10,302,218.14310621660977,222.78419425292032,61.5
131,2013-05-11,241,220.31995764735183,223.07856719277214,71.0
132,2013-05-12,162,214.7656658004875,223.3721709449914,67.14
133,2013-05-13,187,212.12131229755798,223.66500580228146,54.11
134,2013-05-14,200,210.96689987290333,223.95707205787986,63.92000000000001
135,2013-05-15,216,211.4462433919484,224.2483700055587,91.1
136,2013-05-16,198,210.1656472125471,224.53889993962432,73.5
137,2013-05-17,213,210.43558587280395,224.82866215491737,66.0
138,2013-05-18,235,212.77505623374904,225.11765694681299,75.72
139,2013-05-19,205,212.0345740150369,225.40588461122056,77.54
140,2013-05-20,210,211.840804901971,225.693345444584,105.01
141,2013-05-21,199,210.61787019241365,225.98003974388138,66.0
142,2013-05-22,214,210.93997800984303,226.2659678066253,168.0
143,2013-05-23,226,212.37426669148599,226.55112993086252,147.0
144,2013-05-24,276,218.4338636771282,226.83552641517437,154.5
145,2013-05-25,236,220.1068298748186,227.11915755867645,46.0
146,2013-05-26,202,218.3823691093094,227.40202366101875,98.75
147,2013-05-27,145,211.39356920061863,227.6841250223856,93.04
148,2013-05-28,214,211.64180079692986,227.96546194349563,46.5
149,2013-05-29,198,210.34258123960805,228.24603472560196,504.18
150,2013-05-30,212,210.50043069304547,228.52584367049198,84.5
151,2013-05-31,272,216.3575341326991,228.80488908048753,76.75
152,2013-06-01,265,220.9901510752058,229.08317125844457,73.5
153,2013-06-02,210,219.943469786237,229.36069050775376,75.45
154,2013-06-03,204,218.42504378492882,229.6374471323399,53.5
155,2013-06-04,197,216.38456305073623,229.91344143666225,48.0
156,2013-06-05,210,215.77650932609527,230.18867372571438,121.64
157,2013-06-06,211,215.3216036077874,230.46314430502414,79.0
158,2013-06-07,267,220.2433563127776,230.736853480654,67.5
159,2013-06-08,242,222.31541787062903,231.00980155920047,64.0
160,2013-06-09,189,219.14252057824282,231.28198884779462,62.72
161,2013-06-10,216,218.843232874056,231.5534156541019,86.0
162,2013-06-11,209,217.9057820389328,231.8240822863221,143.7
163,2013-06-12,212,217.34332656039624,232.0939890531891,118.88
164,2013-06-13,220,217.59634309728045,232.3631362639716,124.61
165,2013-06-14,280,223.53954891669886,232.63152422847233,88.0
166,2013-06-15,219,223.10721089829818,232.8991532570285,85.0
167,2013-06-16,222,223.00176223550616,233.1660236605117,80.8
168,2013-06-17,250,225.57302310318812,233.43213575032772,34.0
169,2013-06-18,231,226.0898780690584,233.69748983841703,82.64
170,2013-06-19,216,225.12893726135468,233.96208623725414,98.82
171,2013-06-20,237,226.25951470678615,234.22592525984803,4786.2
172,2013-06-21,224,226.04432282275943,234.48900721974218,1222.14
173,2013-06-22,260,229.2781969373988,234.75133243101416,89.0
174,2013-06-23,224,228.7755115010406,235.01290120827613,57.5
175,2013-06-24,228,228.70165326101855,235.27371386667463,91.89
176,2013-06-25,244,230.1586386973518,235.53377072189036,106.5
177,2013-06-26,257,232.71495887319654,235.7930720901384,874.68
178,2013-06-27,256,234.9325818782978,236.0516182881684,108.5
179,2013-06-28,321,243.12947897819166,236.30940963326427,116.29
180,2013-06-29,259,244.64095719342131,236.56644644324416,121.0
181,2013-06-30,249,245.05610413301648,236.8227290364608,36.5
182,2013-07-01,258,246.288856135488,237.078257731801,49.0
183,2013-07-02,218,243.5946793307429,237.33303284868626,93.51
184,2013-07-03,251,244.29994797300063,237.5870547070721,181.5
185,2013-07-04,224,242.3666195770342,237.84032362744878,128.5
186,2013-07-05,238,241.95075104246558,238.09283993084054,65.5
187,2013-07-06,250,242.7173461869864,238.34460393880627,88.5
188,2013-07-07,180,236.74426555751046,238.59561597343904,66.0
189,2013-07-08,247,237.72100217703425,238.84587635736642,56.08
190,2013-07-09,212,235.27138290856982,239.09538541375017,57.94
191,2013-07-10,211,232.95982262002983,239.34414346628662,67.0
192,2013-07-11,226,232.2969823675109,239.59215083920628,173.5
193,2013-07-12,251,234.07822214930886,239.83940785727413,90.51
194,2013-07-13,278,238.26124862673717,240.08591484578946,107.04
195,2013-07-14,211,235.66493922503403,240.331672130586,92.0
196,2013-07-15,237,235.7920878706535,240.57668003803158,1166.33
197,2013-07-16,255,237.6214128403598,240.82093889502883,72.0
198,2013-07-17,199,233.9431830369316,241.06444902901438,52.04
199,2013-07-18,244,234.90097513079826,241.30721076795936,98.5
200,2013-07-19,236,235.0056441661725,241.54922444036927,126.0
201,2013-07-20,245,235.95748758066364,241.7904903752839,94.0
202,2013-07-21,248,237.10439352726544,242.03100890227745,65.06
203,2013-07-22,254,238.71349890803685,242.27078035145848,64.5
204,2013-07-23,213,236.26459424680218,242.50980505346996,64.01
205,2013-07-24,190,231.85844240835846,242.74808333948909,53.11
206,2013-07-25,202,229.01478122344815,242.98561554122762,75.5
207,2013-07-26,234,229.48956396454975,243.22240199093136,74.0
208,2013-07-27,225,229.0619864437273,243.45844302138082,89.0
209,2013-07-28,226,228.77036868694168,243.6937389658907,92.01
210,2013-07-29,207,226.69700023902146,243.9282901583101,82.11
211,2013-07-30,206,224.72585735778583,244.1620969330224,65.5
212,2013-07-31,226,224.847204276166,244.39515962494548,120.68
213,2013-08-01,214,223.8141372016753,244.62747856953152,128.5
214,2013-08-02,252,226.49850508857034,244.85905410276692,74.5
215,2013-08-03,236,227.40340936625807,245.08988656117276,82.21000000000002
216,2013-08-04,213,226.03165609272045,245.3199762818041,34.5
217,2013-08-05,227,226.12387932201932,245.54932360225067,58.0
218,2013-08-06,176,221.3501765278489,245.77792886063645,53.0
219,2013-08-07,189,218.26920733378785,246.0057923956197,73.00999999999998
220,2013-08-08,203,216.8149971111241,246.23291454639318,102.0
221,2013-08-09,250,219.9754735775144,246.45929565268383,73.5
222,2013-08-10,264,224.16828561869113,246.68493605475325,1199.67
223,2013-08-11,173,219.29511555877968,246.90983609339713,64.61
224,2013-08-12,237,220.98129502968155,247.13399610994568,77.0
225,2013-08-13,169,216.0306955022232,247.3574164462632,62.0
226,2013-08-14,228,217.1706292640875,247.58009744474867,180.5
227,2013-08-15,232,218.5829502867473,247.80203944833545,110.51
228,2013-08-16,257,222.24171692655463,248.02324280049095,74.0
229,2013-08-17,301,229.7425057915269,248.24370784521716,175.55
230,2013-08-18,235,230.2432195257176,248.46343492705049,92.93
231,2013-08-19,256,232.69624623777744,248.68242439106143,45.51
232,2013-08-20,179,227.58231802423438,248.9006765828551,50.01
233,2013-08-21,217,226.57447821232742,249.11819184857086,88.0
234,2013-08-22,195,223.56738504904573,249.3349705348826,120.67
235,2013-08-23,248,225.89430075880244,249.55101298899825,50.0
236,2013-08-24,244,227.61865306758315,249.76631955866043,119.0
237,2013-08-25,180,223.0835432513963,249.98089059214584,77.0
238,2013-08-26,254,226.0279677037774,250.19472643826572,202.5
239,2013-08-27,214,224.88244697003742,250.40782744636581,141.0
240,2013-08-28,258,228.03649963967442,250.62019396632567,96.5
241,2013-08-29,265,231.55683300744235,250.83182634855996,153.5
242,2013-08-30,278,235.97999176877232,251.04272494401704,165.75
243,2013-08-31,267,238.93427826706542,251.25289010418004,65.5
244,2013-09-01,276,242.4643470036229,251.46232218106636,115.82
245,2013-09-02,179,236.4201234793328,251.6710215272276,45.54
246,2013-09-03,236,236.38011171939547,251.8789884957499,63.14
247,2013-09-04,213,234.15343441274555,252.08622344025375,116.75
248,2013-09-05,266,237.18644065920108,252.29272671489394,115.0
249,2013-09-06,305,243.64487488223145,252.4984986743597,120.5
250,2013-09-07,232,242.53583917914662,252.70353967387436,77.73
251,2013-09-08,237,242.00861640017385,252.907850069196,70.5
252,2013-09-09,204,238.38874817154556,253.11143021661687,80.5
253,2013-09-10,194,234.16124834564152,253.31428047296345,56.36
254,2013-09-11,222,233.00303421747464,253.5164011955968,290.66
255,2013-09-12,222,231.95512619675412,253.7177927424123,123.11
256,2013-09-13,296,238.05463798758493,253.9184554718396,143.5
257,2013-09-14,265,240.62086294116563,254.11838974284274,112.0
258,2013-09-15,223,238.94268551818726,254.31759591492025,49.54
259,2013-09-16,211,236.28147737358327,254.5160743481047,87.0
260,2013-09-17,174,230.349908099879,254.71382540296338,88.5
261,2013-09-18,214,228.79277399512162,254.91084944059784,183.11
262,2013-09-19,238,229.6696526622564,255.1071468226438,108.5
263,2013-09-20,263,232.843971456339,255.3027179112716,58.04
264,2013-09-21,277,237.04930750813037,255.49756306918582,104.11
265,2013-09-22,195,233.04461155496296,255.69168265962537,64.5
266,2013-09-23,181,228.0879818830481,255.88507704636348,56.5
267,2013-09-24,223,227.6034121798995,256.077746593708,88.50999999999998
268,2013-09-25,205,225.45070625799946,256.2696916665009,176.0
269,2013-09-26,248,227.5982580429563,256.46091263011846,173.5
270,2013-09-27,319,236.303185848405,256.6514098504716,74.5
271,2013-09-28,287,241.1314538628506,256.84118369400534,3212.33
272,2013-09-29,188,236.0713153997144,257.030234527699,61.0
273,2013-09-30,219,234.44547583783458,257.2185627190668,3439.51
274,2013-10-01,207,231.8316209961329,257.4061686361567,131.16
275,2013-10-02,249,233.46670471078872,257.5930526475512,192.54
276,2013-10-03,253,235.3270185478584,257.7792151223673,131.5
277,2013-10-04,322,243.5815882099746,257.9646564302564,97.0
278,2013-10-05,311,250.00238933283944,258.14937694140406,53.0
279,2013-10-06,244,249.430733205902,258.33337702653006,82.02000000000002
280,2013-10-07,212,245.86590147200408,258.5166570568892,68.5
281,2013-10-08,222,243.59295847466896,258.6992174042698,98.0
282,2013-10-09,233,242.58410528660468,258.88105844099533,740.0
283,2013-10-10,235,241.86180954502288,259.06218053992285,111.99
284,2013-10-11,299,247.3035419693089,259.2425840744444,112.0
285,2013-10-12,269,249.369871305566,259.422269418486,55.2
286,2013-10-13,239,248.38226451455935,259.60123694650855,40.5
287,2013-10-14,204,244.1553821798381,259.7794870335065,82.0
288,2013-10-15,215,241.37867911509076,259.9570200550093,301.65
289,2013-10-16,266,243.7235668184161,260.13383638708063,109.5
290,2013-10-17,332,252.13084616904518,260.30993640631834,68.0
291,2013-10-18,375,263.83267034342447,260.4853204898548,84.21000000000002
292,2013-10-19,290,266.32479697738455,260.6599890153568,117.65
293,2013-10-20,227,262.57957821763296,260.8339423610253,51.5
294,2013-10-21,222,258.7148564826197,261.00718090559576,104.84
295,2013-10-22,250,257.8848701509415,261.179705028338,253.0
296,2013-10-23,228,255.03869204132758,261.35151510905604,107.5
297,2013-10-24,252,254.74929279929643,261.52261152808853,716.5699999999998
298,2013-10-25,350,263.8207887231739,261.69299466630815,207.01
299,2013-10-26,269,264.3140469400145,261.8626649051224,91.5
300,2013-10-27,262,264.09366151715597,262.03162262647265,82.0
301,2013-10-28,219,259.7990270869503,262.199868212835,56.0
302,2013-10-29,220,256.00864355485953,262.3674020472197,217.5
303,2013-10-30,227,253.2459155972536,262.5342245131713,115.72
304,2013-10-31,281,255.88916173084868,262.70033599476903,101.5
305,2013-11-01,346,264.4711463279112,262.86573687662616,135.57999999999998
306,2013-11-02,277,265.66437048715784,263.0304275438905,87.94
307,2013-11-03,236,262.83919234552354,263.1944083822441,55.0
308,2013-11-04,258,262.3783168840451,263.35767977790357,145.21
309,2013-11-05,208,257.19942956175487,263.5202421176197,93.0
310,2013-11-06,232,254.7994838892067,263.68209578867754,63.0
311,2013-11-07,256,254.91381875690132,263.84324117889696,66.5
312,2013-11-08,327,261.7791693514823,264.0036786766316,72.5
313,2013-11-09,286,264.0859151275317,264.16340867076974,67.0
314,2013-11-10,215,259.4110660677667,264.32243155073417,70.0
315,2013-11-11,220,255.65763120416972,264.480747706482,174.5
316,2013-11-12,236,253.78547585139165,264.6383575285044,138.5
317,2013-11-13,213,249.90114481792568,264.7952614078271,99.01
318,2013-11-14,241,249.053416740028,264.95145973601035,130.05
319,2013-11-15,291,253.04832943145402,265.1069529051483,109.61
320,2013-11-16,316,259.04372662845844,265.2617413078701,94.5
321,2013-11-17,248,257.9919431400338,265.41582533733873,72.5
322,2013-11-18,254,257.6117580790782,265.5692053872517,201.0
323,2013-11-19,214,253.45825730964214,265.7218818518412,107.61
324,2013-11-20,245,252.6527089944381,265.87385512587315,87.0
325,2013-11-21,244,251.8286414711583,266.02512560464834,68.66
326,2013-11-22,314,257.74972323581,266.1756936840016,99.0
327,2013-11-23,319,263.5830829276376,266.32555976030244,103.0
328,2013-11-24,219,259.3370750297673,266.47472423045446,76.0
329,2013-11-25,264,259.7811631221704,266.6231874918957,84.5
330,2013-11-26,270,260.7543856819637,266.77094994259875,155.0
331,2013-11-27,249,259.6349203789195,266.91801198107026,106.0
332,2013-11-28,219,255.76492796187958,267.06437400635144,82.11
333,2013-11-29,245,254.73969672741487,267.2100364180177,71.5
334,2013-11-30,254,254.669249420042,267.3549996161789,56.0
335,2013-12-01,231,252.4150351895618,267.4992640014796,60.41
336,2013-12-02,261,253.232650885794,267.6428299750979,175.04
337,2013-12-03,297,257.4009698490517,267.78569793874703,91.44
338,2013-12-04,251,256.7913536729516,267.92786829467417,101.54
339,2013-12-05,255,256.6207485612419,268.06934144566134,82.66
340,2013-12-06,373,267.7044867935046,268.21011779502413,126.94
341,2013-12-07,319,272.5897737655518,268.3501977466132,732.16
342,2013-12-08,246,270.05741435930884,268.4895817048131,81.0
343,2013-12-09,284,271.38527965842223,268.62827007454325,118.0
344,2013-12-10,238,268.205729214763,268.7662632612569,105.5
345,2013-12-11,263,267.70994548002363,268.90356167094194,81.5
346,2013-12-12,277,268.59471257716433,269.04016571012056,1182.66
347,2013-12-13,361,277.39521614124385,269.1760757858493,4734.08
348,2013-12-14,317,281.16710031826824,269.3112923057193,72.5
349,2013-12-15,269,280.0083288593856,269.4458156778556,84.5
350,2013-12-16,319,283.72182134896786,269.57964631091795,162.19
351,2013-12-17,239,279.4626002681138,269.7127846141004,80.85
352,2013-12-18,254,277.0375907187696,269.84523099713124,85.00999999999998
353,2013-12-19,283,277.605439221744,269.97698587027315,156.85
354,2013-12-20,325,282.1192069149112,270.10804964432333,62.5
355,2013-12-21,337,287.34594911349114,270.2384227306132,74.5
356,2013-12-22,264,285.1225253883967,270.3681055410086,103.5
357,2013-12-23,302,286.72990392283515,270.49709848790974,82.41
358,2013-12-24,268,284.94610354923174,270.6254019842509,68.0
359,2013-12-25,214,278.18933178263825,270.75301644350134,141.5
360,2013-12-26,213,271.9808239938156,270.87994227966414,3830.970000000001
361,2013-12-27,245,269.4112217086904,271.00617990727693,3636.1799999999976
362,2013-12-28,278,270.229200593577,271.13172974141173,3180.09
363,2013-12-29,252,268.4930862513316,271.25659219767465,3233.59
364,2013-12-30,242,265.9699351797762,271.3807676922068,2924.330000000001
365,2013-12-31,383,277.11565563884517,271.504256641683,4541.329999999999
366,2014-01-01,342,283.29511700657423,271.6270594633126,4696.43
367,2014-01-02,225,277.74320110118623,271.7491765748397,5187.3899999999985
368,2014-01-03,323,282.05337242488275,271.87060839454216,4624.0700000000015
369,2014-01-04,320,285.66733695584634,271.99135534123263,3348.13
370,2014-01-05,297,286.7466381981466,272.1114178342578,2742.129999999999
371,2014-01-06,271,285.2469583697517,272.23079629349917,5359.130000000001
372,2014-01-07,343,290.74724804882294,272.3494911393721,2844.86
373,2014-01-08,349,296.2951291870303,272.4675027928267,2203.439999999999
374,2014-01-09,375,303.7908311692179,272.58483167534723,3104.3999999999987
375,2014-01-10,371,310.1917043911972,272.7014782089524,4220.330000000001
376,2014-01-11,347,313.6972563539403,272.8174428161951,3323.85
377,2014-01-12,274,309.9165652726126,272.93272592016297,2354.97
378,2014-01-13,256,304.7816542942685,273.04732794447756,3076.6699999999987
379,2014-01-14,235,298.13578245671914,273.1612493132951,3651.95
380,2014-01-15,249,293.45618412750775,273.27449045130606,2843.03
381,2014-01-16,318,295.79369040107844,273.38705178373533,3281.84
382,2014-01-17,382,304.0038151247852,273.498933736342,4054.360000000001
383,2014-01-18,298,303.43202320813907,273.61013673541964,3834.11
384,2014-01-19,219,295.39087814069717,273.7206612077963,2843.95
385,2014-01-20,277,293.6393659368213,273.83050758083414,2744.17
386,2014-01-21,259,290.3403787047431,273.9396762824299,2240.44
387,2014-01-22,257,287.16510454238664,274.0481677410146,3365.479999999998
388,2014-01-23,298,288.1969993478737,274.1559823855535,2909.33
389,2014-01-24,345,293.6068089337905,274.26312064554645,4096.810000000002
390,2014-01-25,303,294.50139855914375,274.3695829510275,3442.24
391,2014-01-26,294,294.45364631541577,274.47536973256507,3716.650000000001
392,2014-01-27,269,292.02948952347145,274.580481421262,3763.069999999999
393,2014-01-28,224,285.5504905212361,274.6849184487556,2635.940000000001
394,2014-01-29,301,287.02187237635644,274.7886812472173,5663.62
395,2014-01-30,264,284.82931310241776,274.8917702493528,3426.510000000001
396,2014-01-31,369,292.84556899742563,274.99418588840257,5778.8499999999985
397,2014-02-01,289,292.47932433100414,275.0959285981413,3940.7300000000014
398,2014-02-02,269,290.24319820424176,275.19699881287795,4268.499999999999
399,2014-02-03,320,293.07717932764734,275.29739696745565,3116.1099999999988
400,2014-02-04,239,287.92697177263335,275.39712349725244,2674.2199999999993
401,2014-02-05,290,288.12440303238253,275.4961788381801,3582.840000000001
402,2014-02-06,320,291.1601741721556,275.59456342668517,5640.03
403,2014-02-08,349,296.6687290129027,275.69227769974844,3021.510000000001
404,2014-02-09,243,291.5574214878643,275.78932209488505,2779.6700000000014
405,2014-02-10,309,293.21861944140096,275.88569705014453,4419.890000000001
406,2014-02-11,284,292.34065568507714,275.9814030041107,3248.130000000001
407,2014-02-12,263,289.54630752459354,276.07644039590184,3711.680000000001
408,2014-02-13,296,290.1609449032037,276.1708096651705,5474.990000000002
409,2014-02-15,377,298.43133110289864,276.26451125210383,4036.520000000002
410,2014-02-16,251,293.91406147405115,276.3575455974228,4142.83
411,2014-02-17,241,288.87462704795104,276.4499131423834,3554.63
412,2014-02-18,310,290.8865673290985,276.5416143287755,2699.1999999999994
413,2014-02-19,262,288.1354656787082,276.6326495989236,3540.910000000001
414,2014-02-20,356,294.59875466168836,276.72301939568644,3295.88
415,2014-02-21,378,302.5417304081942,276.812724162457,4652.3600000000015
416,2014-02-22,352,307.25204179789006,276.90176434316294,3869.570000000001
417,2014-02-23,279,304.56137115047187,276.990140382266,3336.640000000001
418,2014-02-24,276,301.8412405647127,277.0778527247625,3589.6699999999987
419,2014-02-25,283,300.04683670140673,277.16490181618303,3017.8899999999994
420,2014-02-26,291,299.18523320603464,277.2512881025923,3997.180000000001
421,2014-02-27,284,297.7390205197456,277.33701203058985,3472.160000000001
422,2014-02-28,395,307.0019709464365,277.422074047309,3571.9499999999994
423,2014-03-01,357,311.7636879991568,277.5064746004182,3555.030000000001
424,2014-03-02,292,309.8814319992371,277.59021413811956,3039.830000000001
425,2014-03-03,296,308.55939085645264,277.67329310914977,4745.899999999999
426,2014-03-04,272,305.07754410821906,277.7557119627801,4240.440000000001
427,2014-03-05,301,304.6892065741029,277.8374711488159,3527.3099999999995
428,2014-03-06,303,304.52832975752176,277.91857111759697,3441.0199999999986
429,2014-03-07,338,307.716107875853,277.99901231999746,3953.8000000000025
430,2014-03-08,329,309.74314522100985,278.0787952074261,4412.84
431,2014-03-09,263,305.2914171047232,278.15792023182576,3237.660000000001
432,2014-03-10,360,310.5017583328448,278.2363878456735,4494.759999999998
433,2014-03-11,291,308.644448015431,278.314198501981,3150.19
434,2014-03-12,280,305.9164053472947,278.39135265429445,3352.0200000000004
435,2014-03-13,326,307.82912864755235,278.4678507566939,4120.449999999998
436,2014-03-14,346,311.4644497287378,278.54369326379435,4050.069999999999
437,2014-03-15,360,316.0868830879057,278.6188806307447,4718.819999999999
438,2014-03-16,288,313.4119418414385,278.6934133132284,5582.99
439,2014-03-17,373,319.0869949993967,278.7672917674633,3007.17
440,2014-03-18,273,314.6977573804065,278.8405164502013,3313.5200000000013
